guid,front,back,tags
"E<e,HlD&Ft",What does the <pre>take x</pre> function do?,Takes <pre>x</pre> amount of elements from the beginning of a list.,"CS::HSChapter2, CS::haskell, CS::programming-languages"
k:::PmXu1W,"What is the difference between the <pre>max, min</pre> and <pre>maximum, minimum</pre> function?","<pre>max, min</pre> take two numbers as arguments, <pre>maximum, minimum</pre> take a list of stuff that can be put in some kind of order.","CS::HSChapter2, CS::haskell, CS::programming-languages"
x#<^ggxN58,How do we see whether a thing is an element of a list? ,"Using the <pre>elem</pre> function. E.g. <pre>elem 4 [1,2,3,4]</pre> (True)","CS::HSChapter2, CS::haskell, CS::programming-languages"
Ox2Nt%*L-m,"Using ranges, how do you get a list of numbers from 1 to 20?",<pre>[1..20]</pre>,"CS::HSChapter2, CS::haskell, CS::programming-languages"
F6a_5*an2R,How do you specify a step using ranges?,"Taking the first two elements and then specifying the upper limit, e.g. <pre>[2,4..20]</pre>","CS::HSChapter2, CS::haskell, CS::programming-languages"
K4_dRIuYHj,How do you get a list of 20 to 1 using ranges?,"<pre>[20,19..1]</pre>","CS::HSChapter2, CS::haskell, CS::programming-languages"
QR!Q!U_3z/,"Why can you do <pre>take 24 [13,26…]</pre> without errors or waiting forever?",Because Haskell is lazy and won’t try to evaluate anything it won’t use,"CS::HSChapter2, CS::haskell, CS::programming-languages"
"l9,]-G01n]",What does the <pre>cycle</pre> function do?,Takes a list and cycles it into an infinite list.,"CS::HSChapter2, CS::haskell, CS::programming-languages"
k|ICCC&[EM,What is <pre>[x*2 | x <- [1..10]]</pre>?,A list comprehension taking the first 10 even numbers,"CS::HSChapter2, CS::haskell, CS::programming-languages"
FjB[2h/@*k,"With the list comprehension <pre>[x*2 | <-  [1..10]]</pre>, how do we add a predicate so that we only take even numbers above or equal to 12?","<pre>[x*2 | x <- [1..10], x*2 >= 12]</pre>","CS::HSChapter2, CS::haskell, CS::programming-languages"
pdnRK^Uevg,What is another name for weeding out lists by predicates?,Filtering,"CS::HSChapter2, CS::haskell, CS::programming-languages"
x0WLcw:?wQ,"What does the following list comprehension do? <pre>boomBangs xs = [ if x < 10 then ""BOOM!"" else ""BANG!"" | x <- xs, odd x]</pre>","For each odd number less than 10 it replaces the number with “BOOM!”, for each number greater than or equal to 10 the number is replaced with “BANG!”.","CS::HSChapter2, CS::haskell, CS::programming-languages"
C:b-#7F3Uu,What does the following function do? <pre>func xs = sum [1 | _ <- xs]</pre>,Calculates the length of a list,"CS::HSChapter2, CS::haskell, CS::programming-languages"
f~_omLaMAY,Are tuples homogenous?,"No, they can contain a combination of several types.","CS::HSChapter2, CS::haskell, CS::programming-languages"
QbZqCn6VNa,What does the <pre>fst</pre> and <pre>snd</pre> functions do?,"<pre>fst</pre> takes the first component of a pair, <pre>snd</pre> takes the second component of a pair.","CS::HSChapter2, CS::haskell, CS::programming-languages"
pUw$$FUAfs,What does the <pre>zip</pre> function do?,"Takes two lists and then zips them together into one list by joining the matching elements into pairs. <br> E.g.: <pre>zip [1..5] [“one”, “two”, “three”, “four”, “five”]</pre> <br/> <pre>[(1,""one""),(2,""two""),(3,""three""),(4,""four""),(5,""five"")]</pre>","CS::HSChapter2, CS::haskell, CS::programming-languages"
FMy`_X6a+E,"When using the <pre>zip</pre> function, what happens if the length of the lists don’t match?",The longer list gets cut short.,"CS::HSChapter2, CS::haskell, CS::programming-languages"
Bp%.6+q8>},Does Haskell have a static or dynamic type system?,Static,"CS::HSChapter3, CS::haskell, CS::programming-languages"
OG{qfl{Mx),"What would the type declaration for the following function be? <pre>removeNonUppercase st = [ c | c <- st, c `elem` ['A'..'Z']]</pre>",<pre>removeNonUppercase :: [Char] -> [Char]</pre>,"CS::HSChapter3, CS::haskell, CS::programming-languages"
j!HhRQb6WN,What is the difference between [Char] and String?,They’re synonymous,"CS::HSChapter3, CS::haskell, CS::programming-languages"
nC}[#w(w/W,What is a type variable?,A variable which can be of any type. Much like generics in other languages.,"CS::HSChapter3, CS::haskell, CS::programming-languages"
t-`m+TLE1k,What are functions that use type variables called?,Polymorphic functions.,"CS::HSChapter3, CS::haskell, CS::programming-languages"
Kkf*B}#Vr),What does it mean if a type is a member of the <pre>Eq</pre> class?,It can be equated,"CS::HSChapter3, CS::haskell, CS::programming-languages"
N7Bc/|CgiM,What does it mean that functions in Haskell are curried?,"Functions in Haskell actually only take one parameter. This means that when a function uses more than one parameter, it basically creates a new function for each argument that takes a new argument.","CS::HSChapter5, CS::haskell, CS::programming-languages"
"crDXcL,^-M",How do we indicate that we want a function as a parameter in the type declaration?,"We use parantheses. E.g. 
<pre>
applyTwice :: (a -> a) -> a -> a   
applyTwice f x = f (f x) 
</pre>","CS::HSChapter5, CS::haskell, CS::programming-languages"
